session,fn,idx,sex,audio_caption,emotion,text,Bio,aus,visual_caption
4,Ses04M_script02_2,38,M,"The speaker sounds male, happy, and around 25 years old.",neu,"Wait a minute, I've got it.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,39,F,Neutral,neu,Dancing barefoot in the sand; drinking champagne from the bottle.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,40,M,The speaker sounds like a male in his fourties speaking English.,neu,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker?  You said let's get some champagne and I said times a wasting or something like that.  Right?  That's it, right?  You want this to be like the other time.  That's it.  Of course.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_script02_2,41,F,The speaker sounds sad.,neu,I'd rather not remember some things.  I'd rather not hope for some things.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_script02_2,42,M,The speaker sounds happy.,neu,Sure.  Okay.  Alright.  I've got it.  Listen do you want to dance?,"Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,43,F,The speaker sounds like a 24-year-old female speaking English with a neutral mood.,neu,No.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
4,Ses04M_script02_2,44,M,The speaker sounds happy.,neu,You want to get some champagne?,"Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
4,Ses04M_script02_2,45,F,"The speaker sounds male, around 20 years old, speaking in Mandarin with a neutral mood.",neu,No.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,46,M,The speaker's voice sounds neutral.,neu,"What, you want me to breathe in your ear?","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,47,F,The speaker sounds sad.,neu,No.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,48,M,The speaker sounds angry.,neu,You want to get married again?,"Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,49,F,The speaker sounds surprised.,neu,No.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,50,M,The speaker sounds surprised.,neu,"What, you want a divorce?","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,51,F,"The speaker sounds male, aged between 16-25 years old, speaking Mandarin with a sad mood.",neu,No.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,52,M,The speaker sounds surprised.,neu,A vacation?,"Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,53,F,Angry,neu,No.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,54,M,Angry,neu,"A new carpet?  A poodle?  An ice cream?  A back rub?  A suicide pact?  What?  What, Carla?  What the hell do you want?","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_script02_2,55,F,Angry,neu,I want something to turn out the way it's supposed to.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,56,M,Angry,neu,"Well welcome to the human race.  You think this is what I had in mind?  You think that when I proposed, I had this great fantasy going that four years down the line, we'd come to the beach and yell at each other over fish?  No.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,57,M,The speaker sounds happy.,neu,"No, I'm just like you.  I thought it was going to be all peaches and roses and wind in our hair and sand in our toes and the fish will always come and the bills will always pay themselves.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,58,M,The speaker sounds angry.,neu,"And we'll have three fat rosy kids and ha, ha, ha, baby, the joke's on us, 'cause you know what you get, Carla?  You know what you get?  This.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,59,F,Angry,neu,This what?  What is this?  This isn't even anything.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_script02_2,60,M,Angry,neu,"Yes, it is.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,61,F,Angry,neu,"Oh, right, sure.  This is standing on the beach.   This is waiting.  This is fighting.","Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,62,M,Male,neu,Right.,"Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,63,F,Angry,neu,But this isn't anything like I thought anything would be like.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,64,M,Angry,neu,"No, I know, me neither.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,65,F,Angry,neu,"This is just this.  I mean, it includes a lot and everything, but it's just not, you know, something else.  Do you have any idea what I'm trying to say?","Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Cheek Raiser, Lip Corner Puller",Nan
4,Ses04M_script02_2,66,M,The speaker sounds happy.,neu,I'm doing the best I can.,"Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
4,Ses04M_script02_2,67,F,The speaker's voice sounds sad.,neu,"I know you are, Augie.  Really, I do.  I know you meant for this to be special and nice and it's the full moon and the sand and everything.  But I just couldn't help thinking about being somewhere else.","Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_script02_2,68,M,The speaker sounds sad.,neu,"Maybe if you were with somebody else, too, huh?","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,69,F,The speaker sounds sad.,neu,I didn't say that.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,70,M,The speaker sounds sad.,neu,"No, I know.  But still.  I know I don't make you happy.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,71,F,The speaker sounds happy.,neu,"For heaven's sake, whatever I'm doing, I'd rather be doing it with you.","Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,72,M,The speaker sounds surprised.,neu,Yeah?,"Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,73,F,The speaker sounds angry.,neu,Well don't be ridiculous.  Don't you know that?  You're the one who probably wishes you were with somebody else; somebody who knew how to enjoy herself and didn't take everything so hard.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_script02_2,74,M,Neutral,neu,"Actually, now that you mention it, no.  I don't.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_script02_2,75,F,The speaker sounds happy.,neu,"Okay, fine.  So we're in the wrong spot, but we're with the right person.","Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_script02_2,76,M,The speaker sounds happy.,neu,"I don't know.  It seemed like a good spot to me.  I mean, look at the view you've got of the moon from here.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
4,Ses04M_script02_2,77,F,The speaker sounds sad.,neu,"Yeah, I noticed that.  Looks pretty on the water, doesn't it?  Big ol' white moon.  I'm sorry, Augie.","Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,78,M,The speaker sounds happy.,neu,"Shh.  If we're very quiet, the fish might come.","Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_script02_2,79,F,The speaker sounds sad.,neu,Or not.,"Speaker F appears to be cautious and somewhat reserved, often responding with thoughtful consideration rather than immediate answers. They tend to use polite language and express agreement or neutrality frequently, suggesting a diplomatic nature. Their contributions are typically concise, indicating a preference for directness in communication.","Cheek Raiser, Lip Corner Puller",Nan
4,Ses04M_script02_2,80,M,The speaker sounds neutral.,neu,Or not.,"Speaker M appears to be direct and assertive, often interrupting or speaking over others. They dominate conversations and can come across as aggressive or dominant, which might deter other speakers from contributing freely.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,0,M,The speaker sounds happy.,fru,Thank you for calling Sprint.  We care about everybody.  How can I help you?,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_impro08,1,F,The speaker sounds angry.,fru,Hi.  I've been on the phone for an hour trying to get a little discrepancy on my bill fixed.  I was charged for two hundred dollars worth of calls that I didn't make.,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_impro08,2,M,"The speaker sounds male, within an adult age range, speaking English with a neutral mood.",fru,Are you sure you didn't make them?,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,3,F,Angry,fru,I'm positive.  They came from like another state.,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_impro08,4,M,"The speaker sounds male, between 16-25 years old, speaking English with a neutral mood.",fru,"Can I get your phone number, please?","Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,5,F,Neutral,fru,"Uh. Yeah, I just gave it to the automated thing like five times.","Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_impro08,6,M,The speaker sounds female.,fru,I'm going to need it again.  I need to look at your file.  If you want me to look at your file--,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,7,F,The speaker sounds happy.,fru,Okay.  three two three six nine seven five zero six six.  Can we move on?,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,8,M,"The speaker sounds male, happy and his speech is in English.",fru,Okay.,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,9,F,The speaker sounds like a man speaking English.,fru,"Okay, cool.","Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,10,M,The speaker sounds male.,fru,"Umm, Miss Aruckman","Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,11,F,A male speaking English with a neutral mood.,fru,Yes.,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_impro08,12,M,Male,fru,I am seeing the two hundred dollar charge.,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_impro08,13,F,Angry,fru,"Yes, and I've been through all of the menus, pushed one and star and pound and all of that stuff and I'm just trying to get through to a person who can","Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,14,M,"The speaker sounds male, within the age range of 16-25 years old, speaking English with a neutral mood.",fru,Well I'm looking at these.,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_impro08,15,F,Neutral,fru,"take off the charges that came from like Nebraska or wherever because, obviously, I didn't make those.","Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_impro08,16,F,"The speaker sounds female, with an angry mood.",fru,So can you please refund the mischarged charges,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
4,Ses04M_impro08,17,M,Neutral,fru,So you're saying that you didn't make these calls.,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,18,F,Angry,fru,I did not make the calls from B.F.E. Nebraska.,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
4,Ses04M_impro08,19,M,The speaker sounds like a male in his twenties speaking English.,fru,"Well I mean, I'm supposed to use discretion in the situation and, um--","Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,20,F,The speaker sounds sad.,fru,So could you discretion it back?,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,21,M,The speaker sounds sad.,fru,All I can do for you right now is give you a hundred dollars.,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,22,F,Angry,fru,"Okay, but that's like half","Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
4,Ses04M_impro08,23,M,Angry,fru,What I can,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
4,Ses04M_impro08,24,F,Angry,fru,of the money that I was charged that I didn't make those calls.,"Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,25,M,The speaker sounds like a male in his twenties speaking English.,fru,What I can do for you is give you a hundred dollars right now and fill out complaint form,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,26,M,"The speaker sounds male, speaks English, and is in a neutral mood.",fru,which you- which you'll have to go into a local Verizon dealer--  or Sprint.,"Speaker M appears to be a thoughtful and reflective individual based on the given conversation snippet. There are moments where M shows consideration and insight, suggesting a deep engagement with the topics discussed. However, without specific examples, it's challenging to pinpoint exact emotions or behaviors. Overall, M seems composed and engaged in the dialogue.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,27,F,The speaker sounds angry.,fru,"Okay, no, look, I- I- I- I'm really -- I'm trying to be patient.  I know this isn't your fault.  I know that you didn't do it","Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
4,Ses04M_impro08,28,F,The speaker sounds happy.,fru,"but, at the same time, I have been through an hour of little robot voices telling me what I needed to do.","Speaker F appears to be direct and assertive, often interrupting others or finishing their sentences. This suggests a confident but potentially dominant personality. They also show a tendency towards active engagement in discussions, which might indicate high energy or a need for immediate feedback. However, this can sometimes come across as insistent or imposing on the conversation flow.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
